,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
0,1,Bitcoin,BTC,bitcoin,12332,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19916515.0,19916515.0,False,,1,,,,2025-09-05T13:39:00.000Z,112829.05975210057,54030079424.76728,-4.2824,0.21501047,1.94287822,2.7531485,-1.06629393,4.26906122,6.79991482,2247161660988.6074,57.7311,2369410254794.11,,2025-09-05T13:39:00.000Z,,,,,,2025-09-05 09:40:28.107310
1,1027,Ethereum,ETH,ethereum,10512,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,120705220.18652423,120705220.18652423,True,,2,,,,2025-09-05T13:38:00.000Z,4460.546609686877,40521188625.81814,7.2681,0.43694545,1.51154805,2.05260431,24.38715333,74.50890561,77.91685676,538411260674.5086,13.8322,538411260674.51,,2025-09-05T13:38:00.000Z,,,,,,2025-09-05 09:40:28.107310
2,52,XRP,XRP,xrp,1695,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",100000000000.0,59482264023.0,99985819185.0,False,,3,,,,2025-09-05T13:39:00.000Z,2.8706095143541006,5851416279.7178335,32.4652,0.1146887,1.07435717,0.16570813,-2.62394461,25.45194033,31.12055033,170750353039.74643,4.3867,287060951435.41,,2025-09-05T13:39:00.000Z,,,,,,2025-09-05 09:40:28.107310
3,825,Tether USDt,USDT,tether,145449,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'zedxion-smart-chain-ecosystem', 'xlayer-ecosystem']",,168540494840.97333,174732955017.0078,True,,4,,,,2025-09-05T13:38:00.000Z,1.0001762580593665,117721346695.38188,13.5352,0.00453857,-0.02685581,0.0112028,0.03483801,0.02131038,-0.03949953,168570201461.51868,4.3304,174763753108.57,,2025-09-05T13:38:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-09-05 09:40:28.107310
4,1839,BNB,BNB,bnb,2700,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing']",,139187579.78,139187579.78,False,,5,,,,2025-09-05T13:39:00.000Z,856.929703875441,1922416247.7030857,-3.5238,0.50443123,0.93375348,-0.42688084,12.71433785,29.54068192,31.68975363,119273971524.01471,3.064,119273971524.01,,2025-09-05T13:39:00.000Z,,,,,,2025-09-05 09:40:28.107310
5,5426,Solana,SOL,solana,990,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,541159088.6575476,609042457.4892582,True,,6,525236893.3,110049179136.74496,,2025-09-05T13:39:00.000Z,209.52294201064066,6828627078.699927,31.1491,0.91066216,0.77811876,-0.83805325,27.72775209,38.17675663,37.58065651,113385244351.32649,2.9129,127608367502.54,,2025-09-05T13:39:00.000Z,,,,,,2025-09-05 09:40:28.107310
6,3408,USDC,USDC,usd-coin,31358,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem', 'xlayer-ecosystem']",,72560497085.12363,72560497085.12363,False,,7,60901219650.23,60931772873.77836,,2025-09-05T13:39:00.000Z,1.0005016849206605,14997510961.560627,13.9715,0.06593406,0.06389899,0.05565096,0.06233891,0.06336004,0.04026877,72596899592.34686,1.8651,72596899592.35,,2025-09-05T13:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-09-05 09:40:28.107310
7,74,Dogecoin,DOGE,dogecoin,1290,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,150814946383.7052,150814946383.7052,True,,8,,,,2025-09-05T13:39:00.000Z,0.22004442167829336,1943919748.5713215,12.0731,0.66232648,1.61067806,1.46993528,9.88971749,29.59828152,17.01103477,33185987657.445232,0.8526,33185987657.45,,2025-09-05T13:39:00.000Z,,,,,,2025-09-05 09:40:28.107310
8,1958,TRON,TRX,tron,1225,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",,94660864492.49411,94660868122.9147,True,,9,94667886298.43,32059007653.307003,,2025-09-05T13:39:00.000Z,0.3386471263575543,950418780.0669318,31.7486,0.22538115,-0.02214808,-0.26558284,1.34228925,18.01047014,21.55989137,32056629738.904976,0.8236,32056630968.34,,2025-09-05T13:39:00.000Z,,,,,,2025-09-05 09:40:28.107310
9,2010,Cardano,ADA,cardano,1576,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",45000000000.0,35740930890.560295,44994598363.527115,False,,10,37997904336.0,32061707107.817047,,2025-09-05T13:39:00.000Z,0.8437756678449533,1095197530.8400245,27.9488,0.04010381,3.24509098,1.13124739,16.25697308,44.91164356,26.04029219,30157327831.582832,0.7748,37969905053.02,,2025-09-05T13:39:00.000Z,,,,,,2025-09-05 09:40:28.107310
10,32196,Hyperliquid,HYPE,hyperliquid,143,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing']",1000000000.0,333928180.0,999993930.0,False,,11,333931719.0,15884881887.686045,,2025-09-05T13:38:00.000Z,47.56925138844341,233202465.10346776,10.2988,1.70965496,4.00938586,5.39785859,25.86155042,20.13818333,38.459795,15884713540.105381,0.4081,47569251388.44,,2025-09-05T13:38:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-09-05 09:40:28.107310
11,1975,Chainlink,LINK,chainlink,2081,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'interoperability', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cross-chain', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'optimism-ecosystem', 'real-world-assets-protocols', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'robotics']",1000000000.0,678099970.4527867,1000000000.0,False,,12,,,,2025-09-05T13:39:00.000Z,23.043196357761587,1256384266.4108424,59.1499,0.21584093,-1.03263376,-1.77882615,40.82697138,69.84236041,64.3078824,15625590769.335894,0.4014,23043196357.76,,2025-09-05T13:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-09-05 09:40:28.107310
12,29470,Ethena USDe,USDe,ethena-usde,205,2024-02-20T11:05:01.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-labs-portfolio', 'dragonfly-capital-portfolio', 'usd-stablecoin', 'eigenlayer-ecosystem', 'binance-ecosystem', 'xlayer-ecosystem']",,12630478909.146597,12630478909.146597,True,,13,,,,2025-09-05T13:39:00.000Z,1.00115818575179,205184463.87851658,11.2119,0.04396533,0.01199811,0.07223785,0.04392431,0.11581929,-0.02879753,12645107349.857454,0.3249,12645107349.86,,2025-09-05T13:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0x4c9edd5852cd905f086c759e8383e09bff1e68b3,2025-09-05 09:40:28.107310
13,20947,Sui,SUI,sui,765,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",10000000000.0,3568833706.3227763,10000000000.0,False,,14,3568833706.32,12284874486.27797,,2025-09-05T13:39:00.000Z,3.4422658765307133,896578650.7042204,26.5213,0.79908429,4.027563,3.05359871,1.02058654,19.01063112,4.32886323,12284874486.287525,0.3156,34422658765.31,,2025-09-05T13:39:00.000Z,,,,,,2025-09-05 09:40:28.107310
14,1831,Bitcoin Cash,BCH,bitcoin-cash,1058,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'layer-1', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",21000000.0,19921290.625,19921290.625,False,,15,,,,2025-09-05T13:38:00.000Z,611.6684369335492,682912011.5536636,17.4717,0.48084814,3.82524289,14.17512513,9.34034423,23.40391373,50.28269363,12185224698.292717,0.313,12845037175.6,,2025-09-05T13:38:00.000Z,,,,,,2025-09-05 09:40:28.107310
